,교과구분,개설대학,개설학과,학년,교과목 번호,강좌번호,교과목명(부제명),학점-강의-실습,수업교시-수업형태-강의실(동-호),담당교수,강의계획서,정원,수강신청인원,비고
540,교양,인문대학,국어국문학과,1학년,F11.101,002,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '9-104(무선랜제공)', '수(15:30~16:45)', '이론', '9-104(무선랜제공)']",이주영 (대표교수),Y,20 (2),8,"<외국인 유학생반>: '글로벌인재특별전형'의 1유형으로 입학한 학생과 교환 학생만 수강 가능(단 해당 전형으로 입학하였어도 한국어 글쓰기 능력에 따라 다른 강좌를 수강할 수 있음). / 1~4일차: 초수강생 수강 신청 가능, 5~6일차: 초수강생, 재수강생 신청가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
541,교양,인문대학,국어국문학과,1학년,F11.101,003,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '10-103(무선랜제공)', '목(14:00~15:15)', '이론', '10-103(무선랜제공)']",김명운 (대표교수),Y,20 (2),16,"수강신청제한 <글로벌 인재반>: 글로벌인재특별전형 1유형 혹은 2유형으로 입학한 학생만 수강 가능. 이 중 한국계 학생을 원칙으로 함. / 1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고), 강의계획서 수강대상자 필독 사항 반드시 확인"
542,교양,인문대학,국어국문학과,1학년,F11.101,004,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '7-201(무선랜제공)', '목(14:00~15:15)', '이론', '7-201(무선랜제공)']",김승민 (대표교수),Y,20 (2),13,"수강신청제한 <글로벌 인재반>: 글로벌인재특별전형 1유형 혹은 2유형으로 입학한 학생만 수강 가능. 이 중 한국계 학생을 원칙으로 함. / 1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고), 강의계획서 수강대상자 필독 사항 반드시 확인"
543,교양,인문대학,국어국문학과,1학년,F11.101,005,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '43-1-405(무선랜제공)', '수(15:30~16:45)', '이론', '43-1-405(무선랜제공)']",노연숙 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
544,교양,인문대학,국어국문학과,1학년,F11.101,006,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '43-1-405(무선랜제공)', '목(09:30~10:45)', '이론', '43-1-405(무선랜제공)']",강혜규 (대표교수),Y,25 (2),22,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
545,교양,인문대학,국어국문학과,1학년,F11.101,007,대학 글쓰기 1,2-3-0,"['화(11:00~12:15)', '이론', '43-1-405(무선랜제공)', '목(11:00~12:15)', '이론', '43-1-405(무선랜제공)']",강혜규 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
546,교양,인문대학,국어국문학과,1학년,F11.101,008,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '43-1-405(무선랜제공)', '목(12:30~13:45)', '이론', '43-1-405(무선랜제공)']",차익종 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
547,교양,인문대학,국어국문학과,1학년,F11.101,009,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '43-1-405(무선랜제공)', '목(14:00~15:15)', '이론', '43-1-405(무선랜제공)']",차익종 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
548,교양,인문대학,국어국문학과,1학년,F11.101,010,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '43-1-405(무선랜제공)', '목(15:30~16:45)', '이론', '43-1-405(무선랜제공)']",차익종 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
549,교양,인문대학,국어국문학과,1학년,F11.101,011,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '43-1-302(무선랜제공)']",성은실 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
550,교양,인문대학,국어국문학과,1학년,F11.101,012,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '43-1-302(무선랜제공)']",성은실 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
551,교양,인문대학,국어국문학과,1학년,F11.101,013,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '83-401(무선랜제공)', '수(09:30~10:45)', '이론', '83-401(무선랜제공)']",허윤 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
552,교양,인문대학,국어국문학과,1학년,F11.101,014,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '83-401(무선랜제공)', '수(11:00~12:15)', '이론', '83-401(무선랜제공)']",김건형 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
553,교양,인문대학,국어국문학과,1학년,F11.101,015,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '83-401(무선랜제공)', '수(12:30~13:45)', '이론', '83-401(무선랜제공)']",김건형 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
554,교양,인문대학,국어국문학과,1학년,F11.101,016,대학 글쓰기 1,2-3-0,"['월(14:00~15:15)', '이론', '83-401(무선랜제공)', '수(14:00~15:15)', '이론', '83-401(무선랜제공)']",이은지 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
555,교양,인문대학,국어국문학과,1학년,F11.101,017,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '83-401(무선랜제공)', '수(15:30~16:45)', '이론', '83-401(무선랜제공)']",이은지 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
556,교양,인문대학,국어국문학과,1학년,F11.101,018,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '83-401(무선랜제공)', '목(09:30~10:45)', '이론', '83-401(무선랜제공)']",허윤 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
557,교양,인문대학,국어국문학과,1학년,F11.101,019,대학 글쓰기 1,2-3-0,"['화(11:00~12:15)', '이론', '83-401(무선랜제공)', '목(11:00~12:15)', '이론', '83-401(무선랜제공)']",김승민 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
558,교양,인문대학,국어국문학과,1학년,F11.101,020,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '83-401(무선랜제공)', '목(12:30~13:45)', '이론', '83-401(무선랜제공)']",허윤 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
559,교양,인문대학,국어국문학과,1학년,F11.101,021,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '83-401(무선랜제공)', '목(14:00~15:15)', '이론', '83-401(무선랜제공)']",이경근 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
560,교양,인문대학,국어국문학과,1학년,F11.101,022,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '83-401(무선랜제공)', '목(15:30~16:45)', '이론', '83-401(무선랜제공)']",이경근 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
561,교양,인문대학,국어국문학과,1학년,F11.101,023,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '83-401(무선랜제공)']",전세진 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
562,교양,인문대학,국어국문학과,1학년,F11.101,024,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '83-401(무선랜제공)']",전세진 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
563,교양,인문대학,국어국문학과,1학년,F11.101,025,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '14-202(무선랜제공)', '수(09:30~10:45)', '이론', '14-202(무선랜제공)']",조연정 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
564,교양,인문대학,국어국문학과,1학년,F11.101,026,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '14-202(무선랜제공)', '수(11:00~12:15)', '이론', '14-202(무선랜제공)']",조연정 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
565,교양,인문대학,국어국문학과,1학년,F11.101,027,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '4-301(무선랜제공)', '수(12:30~13:45)', '이론', '4-301(무선랜제공)']",이미영 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
566,교양,인문대학,국어국문학과,1학년,F11.101,028,대학 글쓰기 1,2-3-0,"['월(14:00~15:15)', '이론', '1-102(무선랜제공)', '수(14:00~15:15)', '이론', '1-102(무선랜제공)']",나민애 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
567,교양,인문대학,국어국문학과,1학년,F11.101,029,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '4-301(무선랜제공)', '수(15:30~16:45)', '이론', '4-301(무선랜제공)']",이미영 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
568,교양,인문대학,국어국문학과,1학년,F11.101,030,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '4-301(무선랜제공)', '목(09:30~10:45)', '이론', '4-301(무선랜제공)']",이경근 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
569,교양,인문대학,국어국문학과,1학년,F11.101,031,대학 글쓰기 1,2-3-0,"['화(11:00~12:15)', '이론', '4-301(무선랜제공)', '목(11:00~12:15)', '이론', '4-301(무선랜제공)']",나민애 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
570,교양,인문대학,국어국문학과,1학년,F11.101,032,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '1-207(무선랜제공)', '목(12:30~13:45)', '이론', '1-207(무선랜제공)']",김혜영 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
571,교양,인문대학,국어국문학과,1학년,F11.101,033,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '2-101(무선랜제공)', '목(14:00~15:15)', '이론', '2-101(무선랜제공)']",김혜영 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
572,교양,인문대학,국어국문학과,1학년,F11.101,034,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '4-301(무선랜제공)', '목(15:30~16:45)', '이론', '4-301(무선랜제공)']",유서현 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
573,교양,인문대학,국어국문학과,1학년,F11.101,035,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '4-301(무선랜제공)']",김정은 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
574,교양,인문대학,국어국문학과,1학년,F11.101,036,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '83-501(무선랜제공)']",김경은 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
575,교양,인문대학,국어국문학과,1학년,F11.101,037,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '9-104(무선랜제공)', '수(09:30~10:45)', '이론', '9-104(무선랜제공)']",이주영 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
576,교양,인문대학,국어국문학과,1학년,F11.101,038,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '9-104(무선랜제공)', '수(11:00~12:15)', '이론', '9-104(무선랜제공)']",이주영 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
577,교양,인문대학,국어국문학과,1학년,F11.101,039,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '9-104(무선랜제공)', '수(12:30~13:45)', '이론', '9-104(무선랜제공)']",성은실 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
578,교양,인문대학,국어국문학과,1학년,F11.101,040,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '43-1-405(무선랜제공)', '수(09:30~10:45)', '이론', '43-1-405(무선랜제공)']",강혜규 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
579,교양,인문대학,국어국문학과,1학년,F11.101,041,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '43-1-405(무선랜제공)', '수(11:00~12:15)', '이론', '43-1-405(무선랜제공)']",강혜규 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
580,교양,인문대학,국어국문학과,1학년,F11.101,042,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '9-105(무선랜제공)', '수(09:30~10:45)', '이론', '9-105(무선랜제공)']",노연숙 (대표교수),Y,25 (2),22,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
581,교양,인문대학,국어국문학과,1학년,F11.101,043,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '9-105(무선랜제공)', '수(11:00~12:15)', '이론', '9-105(무선랜제공)']",노연숙 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
582,교양,인문대학,국어국문학과,1학년,F11.101,044,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '9-105(무선랜제공)', '수(12:30~13:45)', '이론', '9-105(무선랜제공)']",김경은 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
583,교양,인문대학,국어국문학과,1학년,F11.101,045,대학 글쓰기 1,2-3-0,"['월(14:00~15:15)', '이론', '9-105(무선랜제공)', '수(14:00~15:15)', '이론', '9-105(무선랜제공)']",이은주 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
584,교양,인문대학,국어국문학과,1학년,F11.101,046,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '9-105(무선랜제공)', '수(15:30~16:45)', '이론', '9-105(무선랜제공)']",이은주 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
585,교양,인문대학,국어국문학과,1학년,F11.101,047,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '9-105(무선랜제공)', '목(09:30~10:45)', '이론', '9-105(무선랜제공)']",조연정 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
586,교양,인문대학,국어국문학과,1학년,F11.101,048,대학 글쓰기 1,2-3-0,"['화(11:00~12:15)', '이론', '9-105(무선랜제공)', '목(11:00~12:15)', '이론', '9-105(무선랜제공)']",조연정 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
587,교양,인문대학,국어국문학과,1학년,F11.101,049,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '9-105(무선랜제공)', '목(12:30~13:45)', '이론', '9-105(무선랜제공)']",이경근 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
588,교양,인문대학,국어국문학과,1학년,F11.101,050,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '9-105(무선랜제공)', '목(14:00~15:15)', '이론', '9-105(무선랜제공)']",이은주 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
589,교양,인문대학,국어국문학과,1학년,F11.101,051,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '9-105(무선랜제공)', '목(15:30~16:45)', '이론', '9-105(무선랜제공)']",이은주 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
590,교양,인문대학,국어국문학과,1학년,F11.101,052,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '9-105(무선랜제공)']",이경민 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
591,교양,인문대학,국어국문학과,1학년,F11.101,053,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '9-105(무선랜제공)']",이경민 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
