,교과구분,개설대학,개설학과,학년,교과목 번호,강좌번호,교과목명(부제명),학점-강의-실습,수업교시-수업형태-강의실(동-호),담당교수,강의계획서,정원,수강신청인원,비고
592,교양,인문대학,국어국문학과,1학년,F11.101,054,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '10-103(무선랜제공)', '목(09:30~10:45)', '이론', '10-103(무선랜제공)']",김명운 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
593,교양,인문대학,국어국문학과,1학년,F11.101,055,대학 글쓰기 1,2-3-0,"['화(11:00~12:15)', '이론', '10-103(무선랜제공)', '목(11:00~12:15)', '이론', '10-103(무선랜제공)']",김명운 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
594,교양,인문대학,국어국문학과,1학년,F11.101,056,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '10-103(무선랜제공)', '목(12:30~13:45)', '이론', '10-103(무선랜제공)']",나민애 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
595,교양,인문대학,국어국문학과,1학년,F11.101,057,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '43-1-405(무선랜제공)', '수(12:30~13:45)', '이론', '43-1-405(무선랜제공)']",허윤 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
596,교양,인문대학,국어국문학과,1학년,F11.101,058,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '10-103(무선랜제공)', '목(15:30~16:45)', '이론', '10-103(무선랜제공)']",김명운 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
597,교양,인문대학,국어국문학과,1학년,F11.101,059,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '1-210(무선랜제공)', '목(09:30~10:45)', '이론', '1-210(무선랜제공)']",이윤복 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
598,교양,인문대학,국어국문학과,1학년,F11.101,060,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '1-101(무선랜제공)', '수(15:30~16:45)', '이론', '1-101(무선랜제공)']",임희현 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
599,교양,인문대학,국어국문학과,1학년,F11.101,061,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '1-207(무선랜제공)', '목(15:30~16:45)', '이론', '1-207(무선랜제공)']",최종원 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
600,교양,인문대학,국어국문학과,1학년,F11.101,062,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '7-203(무선랜제공)', '수(15:30~16:45)', '이론', '7-203(무선랜제공)']",김건형 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
601,교양,인문대학,국어국문학과,1학년,F11.101,063,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '14-103(무선랜제공)', '목(14:00~15:15)', '이론', '14-103(무선랜제공)']",김효재 (대표교수),Y,25 (2),22,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
602,교양,인문대학,국어국문학과,1학년,F11.101,064,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '7-203(무선랜제공)', '수(12:30~13:45)', '이론', '7-203(무선랜제공)']",나민애 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
603,교양,인문대학,국어국문학과,1학년,F11.101,065,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '7-203(무선랜제공)', '목(15:30~16:45)', '이론', '7-203(무선랜제공)']",김효재 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
604,교양,인문대학,국어국문학과,1학년,F11.101,066,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '7-203(무선랜제공)', '목(09:30~10:45)', '이론', '7-203(무선랜제공)']",김효재 (대표교수),Y,25 (2),22,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
605,교양,인문대학,국어국문학과,1학년,F11.101,067,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '3-116(무선랜제공)', '수(12:30~13:45)', '이론', '3-116(무선랜제공)']",임희현 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
606,교양,인문대학,국어국문학과,1학년,F11.101,068,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '7-201(무선랜제공)', '목(15:30~16:45)', '이론', '7-201(무선랜제공)']",이윤복 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
607,교양,인문대학,국어국문학과,1학년,F11.101,069,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '3-116(무선랜제공)']",이미옥 (대표교수),Y,25 (2),26,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
608,교양,인문대학,국어국문학과,1학년,F11.101,070,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '3-116(무선랜제공)']",김혜영 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
609,교양,인문대학,국어국문학과,1학년,F11.101,071,대학 글쓰기 1,2-3-0,"['월(14:00~15:15)', '이론', '43-1-405(무선랜제공)', '수(14:00~15:15)', '이론', '43-1-405(무선랜제공)']",노연숙 (대표교수),Y,25 (2),26,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
610,교양,인문대학,국어국문학과,1학년,F11.101,072,대학 글쓰기 1,2-3-0,"['금(10:00~12:50)', '이론', '8-610(무선랜제공)']",임진하 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
611,교양,인문대학,국어국문학과,1학년,F11.101,073,대학 글쓰기 1,2-3-0,"['금(13:00~15:50)', '이론', '8-610(무선랜제공)']",이혜정 (대표교수),Y,25 (2),26,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
612,교양,인문대학,국어국문학과,1학년,F11.101,074,대학 글쓰기 1,2-3-0,"['화(09:30~10:45)', '이론', '1-101(무선랜제공)', '목(09:30~10:45)', '이론', '1-101(무선랜제공)']",이은지 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
613,교양,인문대학,국어국문학과,1학년,F11.101,075,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '3-106(무선랜제공)', '수(15:30~16:45)', '이론', '3-106(무선랜제공)']",김승민 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
614,교양,인문대학,국어국문학과,1학년,F11.101,076,대학 글쓰기 1,2-3-0,"['화(12:30~13:45)', '이론', '1-101(무선랜제공)', '목(12:30~13:45)', '이론', '1-101(무선랜제공)']",김송희 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
615,교양,인문대학,국어국문학과,1학년,F11.101,077,대학 글쓰기 1,2-3-0,"['화(14:00~15:15)', '이론', '1-101(무선랜제공)', '목(14:00~15:15)', '이론', '1-101(무선랜제공)']",김송희 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
616,교양,인문대학,국어국문학과,1학년,F11.101,078,대학 글쓰기 1,2-3-0,"['화(15:30~16:45)', '이론', '1-101(무선랜제공)', '목(15:30~16:45)', '이론', '1-101(무선랜제공)']",김송희 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
617,교양,인문대학,국어국문학과,1학년,F11.101,079,대학 글쓰기 1,2-3-0,"['월(14:00~15:15)', '이론', '3-104(무선랜제공)', '수(14:00~15:15)', '이론', '3-104(무선랜제공)']",김승민 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
618,교양,인문대학,국어국문학과,1학년,F11.101,080,대학 글쓰기 1,2-3-0,"['월(15:30~16:45)', '이론', '1-102(무선랜제공)', '수(15:30~16:45)', '이론', '1-102(무선랜제공)']",김경은 (대표교수),Y,25 (2),23,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
619,교양,인문대학,국어국문학과,1학년,F11.101,081,대학 글쓰기 1,2-3-0,"['월(09:30~10:45)', '이론', '8-302(무선랜제공)', '수(09:30~10:45)', '이론', '8-302(무선랜제공)']",임진하 (대표교수),Y,25 (2),24,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
620,교양,인문대학,국어국문학과,1학년,F11.101,082,대학 글쓰기 1,2-3-0,"['월(11:00~12:15)', '이론', '8-303(무선랜제공)', '수(11:00~12:15)', '이론', '8-303(무선랜제공)']",이은지 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
621,교양,인문대학,국어국문학과,1학년,F11.101,083,대학 글쓰기 1,2-3-0,"['월(12:30~13:45)', '이론', '8-303(무선랜제공)', '수(12:30~13:45)', '이론', '8-303(무선랜제공)']",임진하 (대표교수),Y,25 (2),25,"1~4일차: 1학기 이수 권장 대학(학과)과 1·2학기 이수 권장 대학(학과) 가능, 5일차: 전 대학 가능 / 전 강좌의 수강신청정원에 여석이 있을 경우, 정원 외 신청 받지 않음(정원 외 신청 조건 및 방법은 국어국문학과 홈페이지 참고)"
622,교양,학부대학,,1학년,F11.201,001,대학 글쓰기 2: 인문학글쓰기,2-3-0,"['화(09:30~10:45)', '이론', '8-303(무선랜제공)', '목(09:30~10:45)', '이론', '8-303(무선랜제공)']",이상원 (대표교수),Y,25 (25),24,"1~4일차: '대학 글쓰기 1' 이수 초수강생 신청 가능/ 5~6일차: 초수강생 및 재수강생 신청 가능(대학별, 학년별 우선신청 구분 없음) <정원외신청 미수용>"
